train_id,line,departure_station,arrival_station,scheduled_departure,scheduled_arrival,travel_time_min,stops,frequency,status,platform,direction,coach_count,ac_type
DMT-G023,Green Line,Peeragarhi,Nangloi,09:20,09:26,6,3,Every 5 min,Running,4,Up,6,Full AC
DMT-R017,Red Line,Keshav Puram,Dilshad Garden,06:50,07:26,36,12,Every 3 min,On Time,4,Down,8,Non-AC
DMT-V017,Violet Line,Lal Quila,Central Secretariat,19:50,20:08,18,6,Every 5 min,Cancelled,1,Up,6,Full AC
DMT-G025,Green Line,Shivaji Park,Madipur,14:30,14:32,2,1,Every 7 min,On Time,4,Down,4,Full AC
DMT-B006,Blue Line,Uttam Nagar East,Janakpuri West,15:35,15:38,3,1,Every 15 min,On Time,1,Up,4,Non-AC
DMT-B019,Blue Line,Noida Sector 15,Noida City Centre,06:30,06:34,4,2,Every 5 min,Running,4,Up,4,Full AC
DMT-Y002,Yellow Line,Saket,Guru Dronacharya,19:20,19:32,12,6,Every 15 min,On Time,1,Down,8,Full AC
DMT-G006,Green Line,Ashok Park Main,Paschim Vihar West,20:20,20:35,15,5,Every 5 min,Running,2,Up,6,Full AC
DMT-R004,Red Line,Pratap Nagar,Seelampur,06:45,06:55,10,5,Every 15 min,On Time,3,Up,4,Full AC
DMT-B011,Blue Line,Dwarka Sector 21,Noida Sector 16,17:40,18:34,54,18,Every 15 min,Running,1,Down,8,Full AC
DMT-R019,Red Line,Shastri Nagar,Pratap Nagar,18:45,18:48,3,1,Every 5 min,On Time,3,Down,8,Full AC
DMT-B022,Blue Line,Dwarka,Janakpuri West,23:20,23:24,4,2,Every 15 min,Running,1,Down,4,Full AC
DMT-Y018,Yellow Line,Civil Lines,Chawri Bazar,13:55,14:01,6,3,Every 5 min,Running,1,Up,4,Non-AC
DMT-G006,Green Line,Shivaji Park,Brigadier Hoshiar Singh,17:55,18:17,22,11,Every 5 min,On Time,4,Down,8,Full AC
DMT-B014,Blue Line,Janakpuri West,Noida Sector 15,18:25,19:04,39,13,Every 10 min,On Time,1,Up,4,Full AC
DMT-V002,Violet Line,Mandi House,Sarai,13:50,14:44,54,18,Every 7 min,On Time,1,Down,6,Full AC
DMT-R015,Red Line,Keshav Puram,Shastri Nagar,16:00,16:06,6,3,Every 7 min,Running,2,Up,8,Full AC
DMT-V008,Violet Line,Mandi House,Mewala Maharajpur,16:55,17:55,60,20,Every 7 min,On Time,2,Down,4,Full AC
DMT-B012,Blue Line,Rajouri Garden,Noida City Centre,08:30,08:58,28,14,Every 7 min,On Time,4,Up,4,Full AC
DMT-R025,Red Line,Rithala,Dilshad Garden,08:30,09:06,36,18,Every 7 min,On Time,3,Down,6,Full AC
DMT-R019,Red Line,Seelampur,Welcome,10:30,10:33,3,1,Every 3 min,On Time,2,Down,4,Full AC
DMT-Y012,Yellow Line,AIIMS,Qutab Minar,13:50,14:00,10,5,Every 10 min,Delayed,1,Up,8,Non-AC
DMT-R004,Red Line,Kanhaiya Nagar,Shastri Nagar,17:45,17:49,4,2,Every 10 min,On Time,3,Up,4,Full AC
DMT-R006,Red Line,Kanhaiya Nagar,Pratap Nagar,12:30,12:36,6,3,Every 5 min,On Time,4,Up,8,Non-AC
DMT-R016,Red Line,Kohat Enclave,Welcome,11:15,11:39,24,12,Every 10 min,On Time,1,Down,6,Full AC
DMT-B012,Blue Line,Dwarka Sector 21,Kirti Nagar,06:20,06:38,18,6,Every 3 min,On Time,2,Down,6,Full AC
DMT-V012,Violet Line,Delhi Gate,JLN Stadium,13:05,13:23,18,6,Every 5 min,On Time,4,Down,4,Full AC
DMT-B001,Blue Line,Rajouri Garden,Rajiv Chowk,06:05,06:17,12,6,Every 7 min,On Time,4,Up,8,Non-AC
DMT-R010,Red Line,Netaji Subhash Place,Inderlok,13:30,13:36,6,3,Every 10 min,Running,1,Down,4,Full AC
DMT-B017,Blue Line,Dwarka Sector 8,Pragati Maidan,05:40,06:19,39,13,Every 10 min,On Time,3,Up,8,Full AC
DMT-V009,Violet Line,Jasola Apollo,Mohan Estate,09:40,09:44,4,2,Every 5 min,On Time,2,Up,6,Non-AC
DMT-B010,Blue Line,Dwarka Sector 8,Rajiv Chowk,09:20,09:50,30,10,Every 7 min,Running,2,Up,8,Non-AC
DMT-B006,Blue Line,Uttam Nagar East,Rajouri Garden,11:20,11:24,4,2,Every 10 min,On Time,1,Up,6,Full AC
DMT-Y004,Yellow Line,Azadpur,Guru Dronacharya,17:35,18:29,54,27,Every 5 min,Cancelled,4,Down,6,Non-AC
DMT-V015,Violet Line,Mandi House,Nehru Place,17:55,18:22,27,9,Every 15 min,On Time,3,Down,4,Full AC
DMT-G017,Green Line,Peeragarhi,Udyog Nagar,07:50,07:53,3,1,Every 5 min,Running,3,Down,6,Full AC
DMT-R014,Red Line,Pitampura,Dilshad Garden,22:00,22:30,30,15,Every 15 min,On Time,2,Up,6,Full AC
DMT-Y004,Yellow Line,Central Secretariat,Arjan Garh,09:40,10:22,42,14,Every 5 min,On Time,3,Up,4,Full AC
DMT-V007,Violet Line,Sarita Vihar,Old Faridabad,06:20,06:38,18,9,Every 7 min,Cancelled,3,Up,8,Full AC
DMT-V015,Violet Line,Jama Masjid,Khan Market,21:00,21:18,18,6,Every 5 min,On Time,4,Down,6,Full AC
DMT-G013,Green Line,Rajdhani Park,Brigadier Hoshiar Singh,17:55,18:01,6,2,Every 5 min,On Time,2,Down,6,Full AC
DMT-V004,Violet Line,Nehru Place,Sector 28,08:50,09:14,24,12,Every 5 min,On Time,1,Up,8,Non-AC
DMT-B010,Blue Line,Mandi House,Noida City Centre,20:10,20:22,12,6,Every 5 min,On Time,4,Up,8,Full AC
DMT-G018,Green Line,Udyog Nagar,Mundka,16:55,17:05,10,5,Every 7 min,Delayed,1,Down,8,Full AC
DMT-R009,Red Line,Keshav Puram,Tis Hazari,17:10,17:28,18,6,Every 5 min,On Time,4,Up,4,Full AC
DMT-R004,Red Line,Kanhaiya Nagar,Shastri Park,12:10,12:31,21,7,Every 10 min,Delayed,4,Up,4,Full AC
DMT-V024,Violet Line,Sarai,Neelam Chowk Ajronda,18:30,18:48,18,6,Every 15 min,On Time,2,Down,8,Full AC
DMT-G020,Green Line,Paschim Vihar West,Udyog Nagar,22:15,22:21,6,2,Every 15 min,On Time,1,Down,6,Full AC
DMT-Y008,Yellow Line,New Delhi,Udyog Bhawan,07:10,07:22,12,4,Every 15 min,Delayed,4,Down,4,Full AC
DMT-B020,Blue Line,Rajouri Garden,Rajiv Chowk,05:30,05:42,12,6,Every 10 min,On Time,2,Down,4,Full AC
DMT-B002,Blue Line,Uttam Nagar East,Ramesh Nagar,13:45,13:55,10,5,Every 7 min,On Time,1,Down,4,Full AC
DMT-G010,Green Line,Rajdhani Park,Mundka,13:25,13:27,2,1,Every 5 min,On Time,1,Down,4,Full AC
DMT-V003,Violet Line,Mandi House,Sarai,11:10,11:46,36,18,Every 3 min,On Time,4,Down,6,Full AC
DMT-V016,Violet Line,Lal Quila,Moolchand,12:20,12:42,22,11,Every 10 min,On Time,3,Up,4,Full AC
DMT-R006,Red Line,Keshav Puram,Seelampur,11:00,11:18,18,9,Every 7 min,On Time,3,Down,8,Full AC
DMT-B007,Blue Line,Moti Nagar,Mandi House,22:55,23:13,18,6,Every 5 min,On Time,1,Down,4,Full AC
DMT-B012,Blue Line,Rajendra Place,Mandi House,08:20,08:32,12,4,Every 5 min,On Time,4,Up,4,Full AC
DMT-Y006,Yellow Line,Patel Chowk,Ghitorni,18:20,18:48,28,14,Every 7 min,Cancelled,4,Up,8,Full AC
DMT-G002,Green Line,Satguru Ram Singh Marg,Madipur,23:45,23:53,8,4,Every 5 min,On Time,2,Up,6,Full AC
DMT-B025,Blue Line,Moti Nagar,Noida Sector 15,22:55,23:15,20,10,Every 5 min,On Time,2,Up,6,Full AC
DMT-R009,Red Line,Kohat Enclave,Dilshad Garden,07:35,08:17,42,14,Every 10 min,On Time,2,Down,4,Full AC
DMT-G004,Green Line,Ashok Park Main,Nangloi Railway Station,08:10,08:40,30,10,Every 5 min,On Time,3,Down,4,Full AC
DMT-B009,Blue Line,Mandi House,Noida Sector 16,19:40,19:50,10,5,Every 5 min,On Time,4,Down,8,Full AC
DMT-R008,Red Line,Kanhaiya Nagar,Shahdara,22:55,23:25,30,10,Every 7 min,On Time,3,Up,4,Full AC
DMT-G022,Green Line,Punjabi Bagh,Shivaji Park,17:25,17:27,2,1,Every 5 min,On Time,2,Down,6,Full AC
DMT-R011,Red Line,Kashmere Gate,Shastri Park,17:05,17:08,3,1,Every 10 min,On Time,2,Up,6,Non-AC
DMT-Y002,Yellow Line,Chawri Bazar,Guru Dronacharya,18:05,19:02,57,19,Every 5 min,On Time,3,Up,4,Non-AC
DMT-R002,Red Line,Pulbangash,Shastri Park,06:50,06:56,6,3,Every 5 min,On Time,1,Down,4,Full AC
DMT-G002,Green Line,Nangloi,Nangloi Railway Station,06:00,06:03,3,1,Every 15 min,On Time,2,Up,8,Full AC
DMT-R006,Red Line,Pitampura,Shahdara,23:55,23:55,28,14,Every 3 min,On Time,4,Up,4,Full AC
DMT-B010,Blue Line,Barakhamba Road,Pragati Maidan,07:45,07:49,4,2,Every 5 min,On Time,2,Up,8,Full AC
DMT-B015,Blue Line,Rajendra Place,Rajiv Chowk,17:20,17:24,4,2,Every 7 min,Delayed,3,Up,8,Full AC
DMT-B010,Blue Line,Kirti Nagar,Noida City Centre,15:35,16:14,39,13,Every 10 min,Running,4,Down,6,Full AC
DMT-Y009,Yellow Line,Chawri Bazar,Rajiv Chowk,17:30,17:36,6,2,Every 10 min,On Time,2,Up,8,Full AC
DMT-B025,Blue Line,Dwarka Sector 21,Barakhamba Road,05:15,05:51,36,12,Every 7 min,Delayed,2,Down,6,Full AC
DMT-R004,Red Line,Rithala,Shahdara,16:05,16:56,51,17,Every 7 min,On Time,3,Down,4,Full AC
DMT-G014,Green Line,Paschim Vihar East,Paschim Vihar West,10:40,10:42,2,1,Every 7 min,On Time,4,Down,8,Full AC
DMT-R020,Red Line,Shastri Park,Shahdara,23:25,23:34,9,3,Every 15 min,On Time,1,Up,8,Non-AC
DMT-B018,Blue Line,Rajouri Garden,Barakhamba Road,10:20,10:41,21,7,Every 5 min,On Time,1,Up,8,Full AC
DMT-Y016,Yellow Line,GTB Nagar,Kashmere Gate,22:10,22:22,12,4,Every 3 min,On Time,2,Down,8,Full AC
DMT-Y016,Yellow Line,Adarsh Nagar,Hauz Khas,11:15,11:55,40,20,Every 10 min,On Time,4,Down,8,Full AC
DMT-Y007,Yellow Line,Udyog Bhawan,Saket,08:55,09:11,16,8,Every 5 min,On Time,4,Up,8,Full AC
DMT-Y012,Yellow Line,Kashmere Gate,Rajiv Chowk,14:25,14:33,8,4,Every 15 min,Delayed,3,Up,4,Non-AC
DMT-G021,Green Line,Nangloi,Nangloi Railway Station,17:10,17:13,3,1,Every 5 min,On Time,2,Up,8,Full AC
DMT-R008,Red Line,Pulbangash,Kashmere Gate,21:50,21:54,4,2,Every 3 min,On Time,4,Down,8,Full AC
DMT-G004,Green Line,Satguru Ram Singh Marg,Brigadier Hoshiar Singh,06:05,06:33,28,14,Every 15 min,On Time,2,Up,6,Full AC
DMT-Y008,Yellow Line,Vidhan Sabha,Malviya Nagar,15:00,15:32,32,16,Every 5 min,Running,1,Down,6,Full AC
DMT-G016,Green Line,Shivaji Park,Paschim Vihar East,14:35,14:41,6,2,Every 3 min,On Time,1,Up,8,Full AC
DMT-V014,Violet Line,Kailash Colony,Jasola Apollo,08:30,08:40,10,5,Every 15 min,Delayed,3,Down,8,Full AC
DMT-V001,Violet Line,Moolchand,Kailash Colony,11:25,11:27,2,1,Every 7 min,On Time,4,Up,6,Full AC
DMT-G002,Green Line,Peeragarhi,Mundka,15:35,15:53,18,6,Every 5 min,On Time,3,Up,6,Full AC
DMT-Y005,Yellow Line,Chawri Bazar,Malviya Nagar,11:25,12:01,36,12,Every 5 min,On Time,1,Up,4,Full AC
DMT-G023,Green Line,Kirti Nagar,Mundka,06:10,06:38,28,14,Every 5 min,Delayed,3,Up,6,Full AC
DMT-G002,Green Line,Kirti Nagar,Paschim Vihar East,17:35,17:53,18,6,Every 5 min,On Time,3,Down,6,Non-AC
DMT-R020,Red Line,Kanhaiya Nagar,Pratap Nagar,06:50,06:59,9,3,Every 3 min,On Time,2,Up,4,Full AC
DMT-Y020,Yellow Line,Jahangirpuri,Sikanderpur,11:55,13:25,90,30,Every 10 min,Cancelled,3,Down,6,Full AC
DMT-Y011,Yellow Line,Vishwavidyalaya,HUDA City Centre,22:15,23:39,84,28,Every 7 min,On Time,3,Up,6,Full AC
DMT-R012,Red Line,Kanhaiya Nagar,Welcome,19:30,19:57,27,9,Every 15 min,On Time,4,Up,4,Full AC
DMT-G003,Green Line,Ashok Park Main,Peeragarhi,13:35,13:47,12,6,Every 15 min,Running,3,Up,8,Non-AC
DMT-R015,Red Line,Keshav Puram,Seelampur,13:40,13:58,18,9,Every 5 min,On Time,4,Up,6,Full AC
DMT-G019,Green Line,Satguru Ram Singh Marg,Udyog Nagar,06:20,06:36,16,8,Every 5 min,Delayed,3,Down,6,Full AC
DMT-G014,Green Line,Kirti Nagar,Punjabi Bagh,19:15,19:21,6,3,Every 3 min,Delayed,1,Down,8,Full AC
DMT-G019,Green Line,Ashok Park Main,Brigadier Hoshiar Singh,05:20,05:46,26,13,Every 5 min,On Time,1,Up,6,Full AC
DMT-B002,Blue Line,Moti Nagar,Indraprastha,07:55,08:19,24,8,Every 5 min,On Time,2,Down,4,Full AC
DMT-R001,Red Line,Pitampura,Tis Hazari,06:25,06:52,27,9,Every 3 min,On Time,4,Down,4,Full AC
DMT-Y017,Yellow Line,Adarsh Nagar,Malviya Nagar,17:10,18:13,63,21,Every 10 min,On Time,4,Down,8,Non-AC
DMT-B005,Blue Line,Rajouri Garden,Noida City Centre,21:50,22:18,28,14,Every 7 min,On Time,2,Up,8,Full AC
DMT-R007,Red Line,Keshav Puram,Pratap Nagar,05:40,05:52,12,4,Every 5 min,On Time,2,Down,8,Full AC
DMT-R017,Red Line,Rohini West,Pratap Nagar,07:45,08:12,27,9,Every 10 min,On Time,1,Up,6,Full AC
DMT-V001,Violet Line,Lajpat Nagar,Moolchand,06:05,06:07,2,1,Every 10 min,On Time,3,Up,4,Full AC
DMT-R008,Red Line,Pratap Nagar,Dilshad Garden,15:15,15:31,16,8,Every 3 min,Delayed,4,Up,6,Full AC
DMT-V022,Violet Line,ITO,NHPC Chowk,14:50,15:50,60,20,Every 5 min,On Time,4,Down,8,Full AC
DMT-G008,Green Line,Kirti Nagar,Nangloi Railway Station,18:55,19:31,36,12,Every 10 min,Delayed,1,Up,8,Full AC
DMT-G006,Green Line,Shivaji Park,Madipur,21:25,21:28,3,1,Every 10 min,Running,1,Up,6,Non-AC
DMT-Y018,Yellow Line,Civil Lines,IFFCO Chowk,21:45,22:35,50,25,Every 5 min,Running,1,Down,4,Full AC
DMT-B020,Blue Line,Kirti Nagar,Pragati Maidan,09:45,10:01,16,8,Every 7 min,Delayed,1,Down,6,Full AC
DMT-G009,Green Line,Ashok Park Main,Udyog Nagar,18:00,18:14,14,7,Every 3 min,Delayed,1,Up,4,Full AC
DMT-V021,Violet Line,Janpath,Khan Market,08:45,08:51,6,2,Every 5 min,On Time,1,Down,4,Full AC
DMT-G001,Green Line,Shivaji Park,Madipur,22:55,22:57,2,1,Every 5 min,On Time,4,Up,6,Full AC
DMT-V021,Violet Line,Kalkaji Mandir,Sarai,19:30,19:54,24,8,Every 3 min,On Time,2,Down,8,Full AC
DMT-V006,Violet Line,Govindpuri,Old Faridabad,21:55,22:19,24,12,Every 3 min,On Time,1,Down,6,Full AC
DMT-G009,Green Line,Peeragarhi,Mundka,19:55,20:07,12,6,Every 5 min,On Time,1,Down,4,Full AC
DMT-R025,Red Line,Rohini West,Kashmere Gate,12:35,12:59,24,12,Every 15 min,Running,2,Down,6,Full AC
DMT-R003,Red Line,Rohini East,Pulbangash,21:15,21:33,18,9,Every 5 min,Cancelled,4,Down,8,Non-AC
DMT-B024,Blue Line,Barakhamba Road,Pragati Maidan,07:45,07:49,4,2,Every 15 min,On Time,2,Down,4,Full AC
DMT-G018,Green Line,Peeragarhi,Maharaja Surajmal Stadium,20:15,20:19,4,2,Every 5 min,On Time,1,Down,8,Full AC
DMT-R005,Red Line,Netaji Subhash Place,Kashmere Gate,06:25,06:41,16,8,Every 10 min,On Time,4,Down,6,Full AC
DMT-Y002,Yellow Line,Vidhan Sabha,Chawri Bazar,23:50,23:55,12,4,Every 5 min,On Time,1,Up,4,Full AC
DMT-Y001,Yellow Line,Azadpur,Kashmere Gate,12:10,12:22,12,6,Every 3 min,On Time,2,Down,4,Full AC
DMT-R010,Red Line,Kohat Enclave,Seelampur,10:50,11:12,22,11,Every 10 min,Running,2,Down,6,Full AC
DMT-R002,Red Line,Shastri Nagar,Pulbangash,21:40,21:44,4,2,Every 5 min,Running,2,Down,6,Full AC
DMT-V002,Violet Line,Mandi House,Badkhal Mor,21:00,21:44,44,22,Every 10 min,On Time,4,Up,8,Full AC
DMT-Y012,Yellow Line,AIIMS,MG Road,13:25,14:01,36,12,Every 3 min,On Time,1,Up,6,Full AC
DMT-V005,Violet Line,Mandi House,Raja Nahar Singh,13:15,14:09,54,27,Every 7 min,On Time,1,Up,8,Full AC
DMT-G006,Green Line,Satguru Ram Singh Marg,Shivaji Park,17:50,17:56,6,3,Every 7 min,On Time,1,Down,6,Full AC
DMT-R002,Red Line,Rithala,Shastri Nagar,09:35,09:53,18,9,Every 7 min,On Time,4,Down,4,Full AC
DMT-R011,Red Line,Rithala,Rohini West,16:55,16:58,3,1,Every 15 min,Running,3,Down,6,Full AC
DMT-V015,Violet Line,Tughlakabad,Badkhal Mor,06:40,06:52,12,6,Every 3 min,Running,3,Down,6,Full AC
DMT-V011,Violet Line,Sector 28,Neelam Chowk Ajronda,13:55,14:01,6,3,Every 15 min,On Time,4,Up,4,Full AC
DMT-G015,Green Line,Ashok Park Main,Paschim Vihar West,10:55,11:05,10,5,Every 5 min,On Time,1,Down,8,Full AC
DMT-R024,Red Line,Rithala,Rohini West,16:55,16:57,2,1,Every 5 min,On Time,1,Down,8,Non-AC
DMT-G008,Green Line,Paschim Vihar East,Mundka,09:30,09:54,24,8,Every 5 min,Running,1,Down,6,Non-AC
DMT-B003,Blue Line,Dwarka Sector 21,Indraprastha,09:45,10:30,45,15,Every 5 min,Running,4,Up,4,Non-AC
DMT-G018,Green Line,Shivaji Park,Nangloi Railway Station,16:30,16:54,24,8,Every 7 min,On Time,2,Up,8,Full AC
DMT-V012,Violet Line,Khan Market,Jangpura,23:20,23:24,4,2,Every 7 min,On Time,1,Up,4,Full AC
DMT-Y002,Yellow Line,INA,Qutab Minar,19:50,20:08,18,6,Every 10 min,On Time,1,Down,6,Full AC
DMT-G014,Green Line,Ashok Park Main,Punjabi Bagh,15:50,15:53,3,1,Every 10 min,On Time,3,Down,4,Full AC
DMT-V009,Violet Line,Sarita Vihar,NHPC Chowk,22:45,22:55,10,5,Every 7 min,Delayed,2,Down,6,Full AC
DMT-R005,Red Line,Pratap Nagar,Welcome,21:15,21:33,18,6,Every 10 min,On Time,3,Down,4,Full AC
DMT-V001,Violet Line,Jangpura,Badkhal Mor,08:30,09:04,34,17,Every 5 min,On Time,1,Up,8,Non-AC
DMT-Y019,Yellow Line,Green Park,Sultanpur,18:25,18:37,12,6,Every 7 min,Delayed,3,Up,4,Full AC
DMT-B013,Blue Line,Rajendra Place,Pragati Maidan,11:10,11:20,10,5,Every 5 min,On Time,3,Up,8,Non-AC
DMT-G003,Green Line,Udyog Nagar,Nangloi,08:45,08:51,6,2,Every 5 min,Delayed,2,Down,8,Full AC
DMT-R009,Red Line,Shastri Nagar,Dilshad Garden,11:45,12:12,27,9,Every 5 min,On Time,4,Up,8,Full AC
DMT-B017,Blue Line,Ramesh Nagar,Rajendra Place,23:45,23:47,2,1,Every 7 min,On Time,4,Up,8,Full AC
DMT-G020,Green Line,Satguru Ram Singh Marg,Shivaji Park,06:55,07:04,9,3,Every 7 min,On Time,2,Down,4,Full AC
DMT-B016,Blue Line,Ramesh Nagar,Rajendra Place,07:15,07:17,2,1,Every 15 min,Delayed,4,Down,6,Full AC
DMT-V005,Violet Line,Central Secretariat,Bata Chowk,14:05,15:14,69,23,Every 15 min,On Time,2,Up,8,Full AC
DMT-B015,Blue Line,Ramesh Nagar,Noida Sector 16,23:25,23:45,20,10,Every 5 min,On Time,2,Up,4,Non-AC
DMT-R023,Red Line,Pulbangash,Tis Hazari,17:45,17:48,3,1,Every 5 min,On Time,2,Down,6,Full AC
DMT-R009,Red Line,Shastri Nagar,Kashmere Gate,15:05,15:17,12,4,Every 5 min,Cancelled,2,Up,6,Full AC
DMT-B020,Blue Line,Dwarka Sector 21,Noida Sector 15,07:10,07:44,34,17,Every 5 min,On Time,3,Up,6,Full AC
DMT-B021,Blue Line,Rajiv Chowk,Noida Sector 15,05:10,05:28,18,6,Every 3 min,On Time,3,Down,8,Full AC
DMT-R019,Red Line,Rohini West,Dilshad Garden,20:05,20:39,34,17,Every 7 min,On Time,2,Down,8,Full AC
DMT-R012,Red Line,Shastri Nagar,Kashmere Gate,11:15,11:23,8,4,Every 5 min,On Time,4,Down,8,Full AC
DMT-G017,Green Line,Peeragarhi,Rajdhani Park,11:00,11:15,15,5,Every 3 min,Delayed,1,Up,4,Full AC
DMT-R024,Red Line,Pratap Nagar,Dilshad Garden,22:05,22:29,24,8,Every 3 min,Delayed,4,Down,4,Full AC
DMT-B021,Blue Line,Ramesh Nagar,Indraprastha,12:25,12:46,21,7,Every 10 min,Delayed,4,Up,8,Full AC
DMT-G005,Green Line,Shivaji Park,Udyog Nagar,07:55,08:10,15,5,Every 15 min,On Time,2,Down,6,Non-AC
DMT-R006,Red Line,Pulbangash,Welcome,06:05,06:20,15,5,Every 15 min,Running,3,Up,6,Full AC
DMT-V002,Violet Line,Moolchand,Kailash Colony,22:25,22:27,2,1,Every 5 min,Running,1,Down,8,Full AC
DMT-V008,Violet Line,Old Faridabad,Raja Nahar Singh,13:25,13:37,12,4,Every 10 min,On Time,2,Up,8,Full AC
DMT-R023,Red Line,Inderlok,Welcome,09:25,09:49,24,8,Every 7 min,On Time,2,Up,6,Full AC
DMT-B003,Blue Line,Moti Nagar,Noida Sector 15,14:15,14:35,20,10,Every 7 min,Delayed,4,Down,8,Full AC
DMT-Y020,Yellow Line,Vidhan Sabha,INA,05:30,05:54,24,12,Every 10 min,On Time,4,Down,4,Full AC
DMT-Y008,Yellow Line,Jahangirpuri,Green Park,21:30,22:30,60,20,Every 10 min,On Time,1,Down,6,Full AC
DMT-G021,Green Line,Ashok Park Main,Udyog Nagar,10:15,10:36,21,7,Every 5 min,On Time,3,Down,8,Full AC
DMT-G020,Green Line,Madipur,Brigadier Hoshiar Singh,09:35,10:05,30,10,Every 3 min,On Time,4,Up,6,Full AC
DMT-R014,Red Line,Pratap Nagar,Tis Hazari,06:25,06:31,6,2,Every 3 min,On Time,1,Down,4,Non-AC
DMT-R015,Red Line,Rohini West,Pratap Nagar,16:30,16:57,27,9,Every 5 min,Delayed,2,Down,6,Full AC
DMT-G004,Green Line,Rajdhani Park,Mundka,18:10,18:13,3,1,Every 5 min,Delayed,1,Down,6,Full AC
DMT-Y024,Yellow Line,Azadpur,Saket,19:05,20:08,63,21,Every 7 min,Delayed,1,Down,6,Full AC
DMT-B021,Blue Line,Janakpuri West,Indraprastha,16:25,16:58,33,11,Every 5 min,Delayed,2,Down,8,Full AC
DMT-R017,Red Line,Rohini East,Keshav Puram,09:05,09:17,12,4,Every 5 min,On Time,2,Up,8,Full AC
DMT-V021,Violet Line,Lajpat Nagar,Mohan Estate,17:10,17:28,18,9,Every 3 min,On Time,3,Down,6,Full AC
DMT-G012,Green Line,Paschim Vihar East,Peeragarhi,12:40,12:44,4,2,Every 10 min,On Time,1,Down,8,Full AC
DMT-R008,Red Line,Kohat Enclave,Kashmere Gate,14:25,14:43,18,9,Every 10 min,On Time,4,Up,8,Non-AC
DMT-V012,Violet Line,Lajpat Nagar,Kalkaji Mandir,10:55,11:07,12,4,Every 10 min,On Time,1,Up,8,Full AC
DMT-Y005,Yellow Line,Vidhan Sabha,Saket,05:10,06:01,51,17,Every 7 min,On Time,1,Down,8,Full AC
DMT-Y004,Yellow Line,Rohini Sector 18,New Delhi,05:00,05:39,39,13,Every 5 min,On Time,1,Down,8,Full AC
DMT-B019,Blue Line,Moti Nagar,Noida Sector 15,06:45,07:05,20,10,Every 10 min,On Time,1,Down,6,Full AC
DMT-B007,Blue Line,Dwarka,Noida Sector 15,12:50,13:20,30,15,Every 15 min,On Time,1,Down,6,Full AC
DMT-V019,Violet Line,Tughlakabad,Neelam Chowk Ajronda,16:35,16:51,16,8,Every 5 min,On Time,2,Down,8,Non-AC
DMT-Y008,Yellow Line,Sultanpur,Sikanderpur,15:10,15:22,12,4,Every 10 min,On Time,3,Down,6,Full AC
DMT-B022,Blue Line,Moti Nagar,Noida Sector 15,09:20,09:50,30,10,Every 7 min,Delayed,1,Down,8,Non-AC
DMT-G010,Green Line,Udyog Nagar,Rajdhani Park,17:20,17:28,8,4,Every 7 min,On Time,3,Up,6,Full AC
DMT-Y019,Yellow Line,Saket,Arjan Garh,17:35,17:45,10,5,Every 15 min,On Time,4,Down,4,Full AC
DMT-G005,Green Line,Ashok Park Main,Rajdhani Park,23:30,23:55,33,11,Every 3 min,On Time,4,Up,6,Full AC
DMT-B017,Blue Line,Janakpuri West,Moti Nagar,08:05,08:11,6,3,Every 10 min,On Time,1,Up,4,Full AC
DMT-G014,Green Line,Maharaja Surajmal Stadium,Nangloi,06:30,06:32,2,1,Every 10 min,On Time,3,Up,4,Non-AC
DMT-V008,Violet Line,Bata Chowk,Escorts Mujesar,05:15,05:17,2,1,Every 3 min,On Time,3,Down,8,Full AC
DMT-Y004,Yellow Line,New Delhi,AIIMS,08:50,09:06,16,8,Every 3 min,Delayed,4,Up,8,Full AC
DMT-R001,Red Line,Keshav Puram,Dilshad Garden,17:00,17:24,24,12,Every 5 min,On Time,2,Down,8,Full AC
DMT-R016,Red Line,Netaji Subhash Place,Shastri Park,13:10,13:28,18,9,Every 7 min,On Time,2,Up,8,Full AC
DMT-Y010,Yellow Line,Adarsh Nagar,Sultanpur,10:45,12:00,75,25,Every 3 min,On Time,1,Up,6,Full AC
DMT-R003,Red Line,Rohini West,Shastri Park,09:55,10:21,26,13,Every 7 min,Cancelled,4,Down,8,Full AC
DMT-G015,Green Line,Ashok Park Main,Rajdhani Park,07:20,07:42,22,11,Every 3 min,Running,1,Down,8,Full AC
DMT-R012,Red Line,Kashmere Gate,Shastri Park,08:50,08:52,2,1,Every 5 min,Delayed,4,Up,6,Non-AC
DMT-G001,Green Line,Shivaji Park,Mundka,20:10,20:30,20,10,Every 7 min,On Time,4,Down,6,Full AC
DMT-V014,Violet Line,Jama Masjid,Mohan Estate,16:15,16:51,36,18,Every 15 min,Running,3,Down,8,Full AC
DMT-V009,Violet Line,Mewala Maharajpur,Badkhal Mor,06:00,06:06,6,2,Every 5 min,On Time,3,Up,8,Full AC
DMT-B019,Blue Line,Dwarka Sector 8,Rajouri Garden,23:45,23:57,12,4,Every 5 min,Running,1,Down,8,Non-AC
DMT-G020,Green Line,Rajdhani Park,Brigadier Hoshiar Singh,20:35,20:39,4,2,Every 10 min,Running,3,Up,6,Full AC
DMT-R022,Red Line,Rithala,Inderlok,18:05,18:21,16,8,Every 5 min,On Time,1,Down,8,Full AC
DMT-G001,Green Line,Punjabi Bagh,Paschim Vihar East,06:45,06:54,9,3,Every 10 min,Running,4,Up,4,Full AC
