transaction_id,date,time,day,from_station,to_station,line,fare,payment_mode,card_type,passenger_type,is_holiday,trip_duration_min
TXN-008231,2026-01-16,20:00,Friday,MG Road,JLN Stadium,Yellow Line,40.0,Tourist Card,Senior Citizen,Senior Citizen,0,21
TXN-008232,2026-02-02,11:00,Monday,Chandni Chowk,ITO,Yellow Line,50.0,QR Code,Regular,Regular,0,16
TXN-008233,2026-01-04,05:15,Sunday,Moti Nagar,Hauz Khas,Blue Line,15.0,Token,Regular,Regular,1,35
TXN-008234,2026-02-25,10:00,Wednesday,Govindpuri,Nehru Place,Violet Line,18.0,Smart Card,Regular,Regular,0,12
TXN-008235,2026-02-27,05:00,Friday,Samaypur Badli,Neelam Chowk Ajronda,Yellow Line,54.0,Smart Card,Student,Student,0,15
TXN-008236,2026-02-21,15:00,Saturday,Dwarka,Punjabi Bagh,Blue Line,50.0,QR Code,Regular,Regular,0,19
TXN-008237,2026-02-25,17:30,Wednesday,Nehru Place,Tis Hazari,Violet Line,25.0,Token,Female,Female,0,70
TXN-008238,2026-01-18,11:45,Sunday,Delhi Gate,Qutab Minar,Violet Line,30.0,National Common Mobility Card,Regular,Regular,1,9
TXN-008239,2026-01-24,11:00,Saturday,Mandi House,Bata Chowk,Blue Line,22.5,Smart Card,Regular,Regular,0,52
TXN-008240,2026-01-28,08:45,Wednesday,Jama Masjid,Jasola Apollo,Violet Line,45.0,Smart Card,Regular,Regular,0,24
TXN-008241,2026-01-23,17:45,Friday,Rajiv Chowk,Noida City Centre,Blue Line,18.0,Smart Card,Regular,Regular,0,7
TXN-008242,2026-02-23,16:45,Monday,Kalkaji Mandir,Sarai,Violet Line,25.0,QR Code,Student,Student,0,26
TXN-008243,2026-01-05,18:45,Monday,Rohini Sector 18,Hauz Khas,Yellow Line,9.0,Smart Card,Regular,Regular,0,21
TXN-008244,2026-01-30,15:00,Friday,Ashok Park Main,Paschim Vihar East,Green Line,20.0,QR Code,Senior Citizen,Senior Citizen,0,66
TXN-008245,2026-02-27,13:00,Friday,Welcome,Shastri Nagar,Red Line,25.0,QR Code,Regular,Regular,0,23
TXN-008246,2026-01-22,16:45,Thursday,Pulbangash,Rajouri Garden,Red Line,20.0,QR Code,Regular,Regular,0,12
TXN-008247,2026-01-03,10:15,Saturday,AIIMS,Barakhamba Road,Yellow Line,60.0,Tourist Card,Regular,Regular,0,74
TXN-008248,2026-02-08,20:45,Sunday,Jama Masjid,Sikanderpur,Violet Line,45.0,Smart Card,Regular,Regular,1,31
TXN-008249,2026-01-30,08:00,Friday,Adarsh Nagar,Bata Chowk,Yellow Line,10.0,National Common Mobility Card,Regular,Regular,0,17
TXN-008250,2026-01-18,13:45,Sunday,Shastri Park,Adarsh Nagar,Red Line,50.0,Token,Female,Female,1,20
TXN-008251,2026-01-13,08:15,Tuesday,Mundka,Guru Dronacharya,Green Line,40.0,Token,Female,Female,0,56
TXN-008252,2026-01-19,09:00,Monday,Pitampura,Model Town,Red Line,50.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,65
TXN-008253,2026-01-16,17:30,Friday,AIIMS,Race Course,Yellow Line,40.0,QR Code,Regular,Regular,0,40
TXN-008254,2026-01-16,08:00,Friday,Dilshad Garden,Nehru Place,Red Line,20.0,QR Code,Regular,Regular,0,63
TXN-008255,2026-01-22,15:30,Thursday,Rohini West,New Delhi,Red Line,36.0,Smart Card,Senior Citizen,Senior Citizen,0,61
TXN-008256,2026-01-12,09:30,Monday,Chandni Chowk,Neelam Chowk Ajronda,Yellow Line,15.0,Token,Regular,Regular,0,8
TXN-008257,2026-01-01,14:00,Thursday,Adarsh Nagar,Karol Bagh,Yellow Line,20.0,QR Code,Female,Female,0,67
TXN-008258,2026-01-15,08:15,Thursday,Rithala,Ramesh Nagar,Red Line,18.0,Smart Card,Student,Student,0,73
TXN-008259,2026-01-05,05:45,Monday,GTB Nagar,Chawri Bazar,Yellow Line,50.0,National Common Mobility Card,Regular,Regular,0,51
TXN-008260,2026-01-27,05:30,Tuesday,Jama Masjid,Jangpura,Violet Line,22.5,Smart Card,Student,Student,0,38
TXN-008261,2026-02-06,17:30,Friday,Kalkaji Mandir,Sikanderpur,Violet Line,15.0,Token,Senior Citizen,Senior Citizen,0,53
TXN-008262,2026-01-28,16:00,Wednesday,Jor Bagh,Netaji Subhash Place,Yellow Line,9.0,Smart Card,Female,Female,0,29
TXN-008263,2026-01-04,10:15,Sunday,Udyog Nagar,Dilshad Garden,Green Line,13.5,Smart Card,Regular,Regular,1,70
TXN-008264,2026-02-14,17:30,Saturday,Lal Quila,Barakhamba Road,Violet Line,27.0,Smart Card,Student,Student,0,57
TXN-008265,2026-01-21,13:45,Wednesday,Netaji Subhash Place,New Delhi,Red Line,54.0,Smart Card,Regular,Regular,0,10
TXN-008266,2026-02-20,17:15,Friday,Chandni Chowk,Harkesh Nagar Okhla,Yellow Line,18.0,Smart Card,Female,Female,0,73
TXN-008267,2026-02-05,12:00,Thursday,Samaypur Badli,Jasola Apollo,Yellow Line,20.0,Tourist Card,Regular,Regular,0,50
TXN-008268,2026-02-27,17:00,Friday,Madipur,Qutab Minar,Green Line,15.0,Token,Female,Female,0,26
TXN-008269,2026-02-15,09:00,Sunday,Raja Nahar Singh,Sarai,Violet Line,15.0,Token,Regular,Regular,1,66
TXN-008270,2026-01-12,07:00,Monday,Badarpur Border,Nangloi Railway Station,Violet Line,30.0,Token,Female,Female,0,64
TXN-008271,2026-02-22,08:45,Sunday,Pulbangash,Jasola Apollo,Red Line,22.5,Smart Card,Student,Student,1,19
TXN-008272,2026-01-23,10:00,Friday,Uttam Nagar East,Qutab Minar,Blue Line,9.0,Smart Card,Female,Female,0,56
TXN-008273,2026-01-15,09:30,Thursday,Pragati Maidan,Noida Sector 15,Blue Line,45.0,Smart Card,Regular,Regular,0,24
TXN-008274,2026-02-06,17:00,Friday,Central Secretariat,Yamuna Bank,Yellow Line,50.0,National Common Mobility Card,Female,Female,0,24
TXN-008275,2026-01-21,18:15,Wednesday,Kashmere Gate,AIIMS,Yellow Line,20.0,QR Code,Senior Citizen,Senior Citizen,0,44
TXN-008276,2026-01-21,08:45,Wednesday,Jahangirpuri,Rajouri Garden,Yellow Line,50.0,QR Code,Regular,Regular,0,32
TXN-008277,2026-01-04,18:00,Sunday,Ashok Park Main,Delhi Gate,Green Line,25.0,Tourist Card,Female,Female,1,71
TXN-008278,2026-02-16,08:15,Monday,Paschim Vihar West,Green Park,Green Line,50.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,30
TXN-008279,2026-02-17,10:00,Tuesday,Vidhan Sabha,AIIMS,Yellow Line,15.0,Tourist Card,Female,Female,0,29
TXN-008280,2026-02-18,10:15,Wednesday,Dwarka Sector 8,Delhi Gate,Blue Line,50.0,Token,Regular,Regular,0,9
TXN-008281,2026-01-18,16:15,Sunday,Dwarka,Mundka,Blue Line,50.0,QR Code,Senior Citizen,Senior Citizen,1,20
TXN-008282,2026-01-08,11:45,Thursday,Welcome,HUDA City Centre,Red Line,10.0,Token,Student,Student,0,54
TXN-008283,2026-02-15,18:15,Sunday,JLN Stadium,Rajdhani Park,Violet Line,50.0,National Common Mobility Card,Regular,Regular,1,63
TXN-008284,2026-02-21,17:00,Saturday,Madipur,Shahdara,Green Line,36.0,Smart Card,Student,Student,0,59
TXN-008285,2026-01-28,14:00,Wednesday,Sarai,HUDA City Centre,Violet Line,50.0,Token,Student,Student,0,48
TXN-008286,2026-01-04,08:45,Sunday,Mewala Maharajpur,Karol Bagh,Violet Line,36.0,Smart Card,Regular,Regular,1,60
TXN-008287,2026-01-27,12:00,Tuesday,Moti Nagar,Ramesh Nagar,Blue Line,20.0,National Common Mobility Card,Student,Student,0,72
TXN-008288,2026-01-14,06:15,Wednesday,Paschim Vihar East,Dilshad Garden,Green Line,25.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,12
TXN-008289,2026-01-02,08:00,Friday,MG Road,Nehru Place,Yellow Line,20.0,QR Code,Regular,Regular,0,40
TXN-008290,2026-01-09,11:15,Friday,Delhi Gate,Jasola Apollo,Violet Line,20.0,Token,Differently Abled,Differently Abled,0,32
TXN-008291,2026-01-22,12:30,Thursday,Guru Dronacharya,INA,Yellow Line,25.0,Tourist Card,Female,Female,0,71
TXN-008292,2026-02-13,18:15,Friday,Rohini East,Shastri Park,Red Line,50.0,National Common Mobility Card,Regular,Regular,0,17
TXN-008293,2026-02-02,16:30,Monday,Central Secretariat,Netaji Subhash Place,Yellow Line,27.0,Smart Card,Student,Student,0,39
TXN-008294,2026-02-28,16:00,Saturday,Sultanpur,Kailash Colony,Yellow Line,40.0,QR Code,Female,Female,0,14
TXN-008295,2026-02-11,12:15,Wednesday,Vidhan Sabha,Peeragarhi,Yellow Line,22.5,Smart Card,Senior Citizen,Senior Citizen,0,72
TXN-008296,2026-02-11,07:30,Wednesday,Pitampura,Qutab Minar,Red Line,10.0,National Common Mobility Card,Female,Female,0,35
TXN-008297,2026-02-12,19:30,Thursday,Rithala,Rajdhani Park,Red Line,25.0,National Common Mobility Card,Student,Student,0,37
TXN-008298,2026-01-06,09:15,Tuesday,Samaypur Badli,Race Course,Yellow Line,60.0,QR Code,Regular,Regular,0,56
TXN-008299,2026-01-11,12:45,Sunday,Race Course,Rohini West,Yellow Line,30.0,Token,Regular,Regular,1,62
TXN-008300,2026-02-19,18:00,Thursday,Adarsh Nagar,Indraprastha,Yellow Line,13.5,Smart Card,Regular,Regular,0,58
TXN-008301,2026-02-21,07:15,Saturday,Pratap Nagar,Rohini Sector 18,Red Line,60.0,QR Code,Student,Student,0,28
TXN-008302,2026-01-15,15:30,Thursday,Ramesh Nagar,Jasola Apollo,Blue Line,20.0,QR Code,Regular,Regular,0,45
TXN-008303,2026-02-26,19:00,Thursday,Mewala Maharajpur,Rohini East,Violet Line,22.5,Smart Card,Regular,Regular,1,16
TXN-008304,2026-01-01,10:15,Thursday,Sarai,Badarpur Border,Violet Line,9.0,Smart Card,Regular,Regular,0,42
TXN-008305,2026-01-12,09:15,Monday,Dwarka Sector 21,Harkesh Nagar Okhla,Blue Line,22.5,Smart Card,Regular,Regular,0,62
TXN-008306,2026-01-30,10:00,Friday,Mohan Estate,Jasola Apollo,Violet Line,18.0,Smart Card,Senior Citizen,Senior Citizen,0,30
TXN-008307,2026-01-30,17:30,Friday,GTB Nagar,MG Road,Yellow Line,9.0,Smart Card,Female,Female,0,57
TXN-008308,2026-02-04,08:15,Wednesday,Chhattarpur,Ghitorni,Yellow Line,60.0,QR Code,Regular,Regular,0,46
TXN-008309,2026-02-24,09:15,Tuesday,Rajiv Chowk,Inderlok,Blue Line,27.0,Smart Card,Regular,Regular,0,13
TXN-008310,2026-01-21,17:30,Wednesday,Badkhal Mor,Govindpuri,Violet Line,60.0,QR Code,Regular,Regular,0,14
TXN-008311,2026-02-25,09:45,Wednesday,Kohat Enclave,AIIMS,Red Line,40.0,QR Code,Regular,Regular,0,9
TXN-008312,2026-01-12,14:30,Monday,Seelampur,Jasola Apollo,Red Line,10.0,QR Code,Student,Student,0,60
TXN-008313,2026-02-07,06:15,Saturday,Jahangirpuri,Rajiv Chowk,Yellow Line,30.0,Tourist Card,Female,Female,0,35
TXN-008314,2026-01-30,14:15,Friday,ITO,Udyog Bhawan,Violet Line,50.0,QR Code,Female,Female,0,13
TXN-008315,2026-01-22,18:15,Thursday,Model Town,Pragati Maidan,Yellow Line,30.0,Token,Student,Student,0,24
TXN-008316,2026-01-30,13:00,Friday,Maharaja Surajmal Stadium,GTB Nagar,Green Line,10.0,QR Code,Regular,Regular,0,65
TXN-008317,2026-01-18,17:30,Sunday,Badkhal Mor,NHPC Chowk,Violet Line,54.0,Smart Card,Student,Student,1,13
TXN-008318,2026-02-08,16:30,Sunday,Neelam Chowk Ajronda,Badkhal Mor,Violet Line,36.0,Smart Card,Regular,Regular,1,21
TXN-008319,2026-01-14,09:00,Wednesday,Qutab Minar,Haiderpur Badli Mor,Yellow Line,13.5,Smart Card,Student,Student,0,48
TXN-008320,2026-02-06,16:30,Friday,Badkhal Mor,Dwarka,Violet Line,40.0,Token,Differently Abled,Differently Abled,0,9
TXN-008321,2026-01-15,11:15,Thursday,Janakpuri West,Kanhaiya Nagar,Blue Line,27.0,Smart Card,Regular,Regular,0,36
TXN-008322,2026-02-06,10:45,Friday,Kanhaiya Nagar,Old Faridabad,Red Line,13.5,Smart Card,Female,Female,0,60
TXN-008323,2026-02-16,09:15,Monday,Shahdara,Satguru Ram Singh Marg,Red Line,40.0,Token,Female,Female,0,8
TXN-008324,2026-01-07,17:15,Wednesday,Ramesh Nagar,Udyog Nagar,Blue Line,22.5,Smart Card,Regular,Regular,0,33
TXN-008325,2026-01-26,10:00,Monday,Kashmere Gate,Dwarka Sector 21,Yellow Line,50.0,Token,Differently Abled,Differently Abled,1,39
TXN-008326,2026-01-22,09:00,Thursday,Udyog Nagar,Pragati Maidan,Green Line,54.0,Smart Card,Student,Student,0,74
TXN-008327,2026-02-02,14:45,Monday,Pitampura,Ashok Park Main,Red Line,60.0,National Common Mobility Card,Female,Female,0,20
TXN-008328,2026-01-06,11:15,Tuesday,Arjan Garh,Saket,Yellow Line,10.0,National Common Mobility Card,Female,Female,0,8
TXN-008329,2026-02-08,08:15,Sunday,Patel Chowk,Ashok Park Main,Yellow Line,15.0,National Common Mobility Card,Student,Student,1,8
TXN-008330,2026-01-04,06:45,Sunday,Escorts Mujesar,Janakpuri West,Violet Line,13.5,Smart Card,Regular,Regular,1,45
TXN-008331,2026-02-12,10:45,Thursday,Chawri Bazar,Mohan Estate,Yellow Line,18.0,Smart Card,Female,Female,0,69
TXN-008332,2026-02-18,18:15,Wednesday,Jahangirpuri,Hauz Khas,Yellow Line,36.0,Smart Card,Regular,Regular,0,31
TXN-008333,2026-01-03,09:30,Saturday,Shahdara,Saket,Red Line,22.5,Smart Card,Regular,Regular,0,51
TXN-008334,2026-01-25,09:30,Sunday,Rajendra Place,Pratap Nagar,Blue Line,36.0,Smart Card,Female,Female,1,22
TXN-008335,2026-02-17,16:00,Tuesday,Shastri Park,AIIMS,Red Line,60.0,QR Code,Senior Citizen,Senior Citizen,0,50
TXN-008336,2026-01-24,18:45,Saturday,JLN Stadium,Nangloi Railway Station,Violet Line,15.0,Token,Student,Student,0,50
TXN-008337,2026-01-06,10:30,Tuesday,Chandni Chowk,Harkesh Nagar Okhla,Yellow Line,15.0,Token,Student,Student,0,59
TXN-008338,2026-02-21,18:15,Saturday,Sarita Vihar,Dwarka,Violet Line,60.0,QR Code,Student,Student,0,45
TXN-008339,2026-01-06,11:15,Tuesday,Rohini Sector 18,Rajiv Chowk,Yellow Line,20.0,National Common Mobility Card,Regular,Regular,0,20
TXN-008340,2026-02-21,19:45,Saturday,Dilshad Garden,Kanhaiya Nagar,Red Line,15.0,QR Code,Regular,Regular,0,8
TXN-008341,2026-02-17,08:45,Tuesday,Chandni Chowk,MG Road,Yellow Line,25.0,Token,Female,Female,0,50
TXN-008342,2026-02-02,07:15,Monday,Old Faridabad,Noida Sector 15,Violet Line,60.0,Token,Regular,Regular,0,60
TXN-008343,2026-01-25,19:45,Sunday,Harkesh Nagar Okhla,Pulbangash,Violet Line,20.0,Tourist Card,Student,Student,1,19
TXN-008344,2026-01-31,08:30,Saturday,Tughlakabad,Dwarka Sector 21,Violet Line,40.0,Token,Senior Citizen,Senior Citizen,0,37
TXN-008345,2026-02-19,08:45,Thursday,Welcome,Uttam Nagar East,Red Line,50.0,Token,Student,Student,0,7
TXN-008346,2026-01-13,11:30,Tuesday,Vidhan Sabha,Azadpur,Yellow Line,30.0,Token,Regular,Regular,0,57
TXN-008347,2026-01-26,15:00,Monday,INA,Hauz Khas,Yellow Line,22.5,Smart Card,Regular,Regular,1,46
TXN-008348,2026-01-21,08:15,Wednesday,Sarita Vihar,Escorts Mujesar,Violet Line,13.5,Smart Card,Regular,Regular,0,43
TXN-008349,2026-01-15,10:00,Thursday,Chhattarpur,Rajiv Chowk,Yellow Line,50.0,Token,Student,Student,0,52
TXN-008350,2026-01-02,08:15,Friday,Kirti Nagar,Udyog Bhawan,Blue Line,22.5,Smart Card,Female,Female,0,17
TXN-008351,2026-01-07,22:15,Wednesday,Moolchand,NHPC Chowk,Violet Line,60.0,QR Code,Female,Female,0,44
TXN-008352,2026-01-30,21:30,Friday,Peeragarhi,ITO,Green Line,45.0,Smart Card,Student,Student,0,5
TXN-008353,2026-01-13,17:00,Tuesday,Janakpuri West,Kashmere Gate,Blue Line,60.0,QR Code,Regular,Regular,0,61
TXN-008354,2026-01-23,20:15,Friday,New Delhi,Kalkaji Mandir,Yellow Line,9.0,Smart Card,Student,Student,0,23
TXN-008355,2026-01-22,14:30,Thursday,Kirti Nagar,Mundka,Blue Line,45.0,Smart Card,Senior Citizen,Senior Citizen,0,43
TXN-008356,2026-01-23,09:30,Friday,Green Park,Ashok Park Main,Yellow Line,30.0,Token,Regular,Regular,0,25
TXN-008357,2026-02-24,10:15,Tuesday,Dilshad Garden,Chawri Bazar,Red Line,18.0,Smart Card,Student,Student,0,14
TXN-008358,2026-02-18,16:15,Wednesday,Sultanpur,Karol Bagh,Yellow Line,10.0,Token,Regular,Regular,0,72
TXN-008359,2026-02-14,16:45,Saturday,Ashok Park Main,Shastri Nagar,Green Line,20.0,National Common Mobility Card,Regular,Regular,0,29
TXN-008360,2026-01-09,20:30,Friday,Sultanpur,Guru Dronacharya,Yellow Line,54.0,Smart Card,Student,Student,0,13
TXN-008361,2026-01-10,09:45,Saturday,Punjabi Bagh,JLN Stadium,Green Line,60.0,National Common Mobility Card,Female,Female,0,8
TXN-008362,2026-01-29,17:30,Thursday,Barakhamba Road,Paschim Vihar East,Blue Line,30.0,QR Code,Senior Citizen,Senior Citizen,0,41
TXN-008363,2026-01-04,09:00,Sunday,Malviya Nagar,Delhi Gate,Yellow Line,30.0,Token,Student,Student,1,36
TXN-008364,2026-02-17,13:45,Tuesday,Kashmere Gate,Noida Sector 16,Yellow Line,15.0,QR Code,Regular,Regular,0,49
TXN-008365,2026-02-27,09:15,Friday,IFFCO Chowk,Civil Lines,Yellow Line,40.0,National Common Mobility Card,Regular,Regular,0,69
TXN-008366,2026-02-06,17:30,Friday,Kanhaiya Nagar,Old Faridabad,Red Line,36.0,Smart Card,Regular,Regular,0,45
TXN-008367,2026-01-03,17:15,Saturday,Welcome,Noida City Centre,Red Line,10.0,National Common Mobility Card,Regular,Regular,0,62
TXN-008368,2026-01-31,17:15,Saturday,Sultanpur,Arjan Garh,Yellow Line,54.0,Smart Card,Regular,Regular,0,8
TXN-008369,2026-02-09,07:00,Monday,Mundka,Karol Bagh,Green Line,50.0,Token,Senior Citizen,Senior Citizen,0,48
TXN-008370,2026-02-15,09:45,Sunday,Chawri Bazar,Malviya Nagar,Yellow Line,22.5,Smart Card,Female,Female,1,8
TXN-008371,2026-02-14,05:00,Saturday,New Delhi,Kirti Nagar,Yellow Line,45.0,Smart Card,Regular,Regular,0,46
TXN-008372,2026-02-08,14:45,Sunday,Race Course,Vishwavidyalaya,Yellow Line,54.0,Smart Card,Regular,Regular,1,60
TXN-008373,2026-01-29,14:00,Thursday,Peeragarhi,Malviya Nagar,Green Line,50.0,National Common Mobility Card,Student,Student,0,11
TXN-008374,2026-02-21,15:15,Saturday,Kanhaiya Nagar,Jama Masjid,Red Line,30.0,QR Code,Student,Student,0,39
TXN-008375,2026-01-03,19:45,Saturday,Kalkaji Mandir,Delhi Gate,Violet Line,15.0,Token,Female,Female,0,54
TXN-008376,2026-01-23,06:00,Friday,Shivaji Park,Madipur,Green Line,36.0,Smart Card,Female,Female,0,66
TXN-008377,2026-02-09,10:15,Monday,Mewala Maharajpur,Escorts Mujesar,Violet Line,20.0,Token,Regular,Regular,0,48
TXN-008378,2026-02-28,12:15,Saturday,Arjan Garh,Jahangirpuri,Yellow Line,54.0,Smart Card,Student,Student,0,30
TXN-008379,2026-01-18,20:30,Sunday,Kailash Colony,Jangpura,Violet Line,40.0,Token,Female,Female,1,62
TXN-008380,2026-02-24,12:15,Tuesday,Kashmere Gate,Patel Chowk,Yellow Line,50.0,QR Code,Female,Female,0,67
TXN-008381,2026-01-13,11:30,Tuesday,Noida Sector 16,Sector 28,Blue Line,9.0,Smart Card,Student,Student,0,34
TXN-008382,2026-01-18,09:15,Sunday,Sultanpur,Tughlakabad,Yellow Line,25.0,Token,Regular,Regular,1,64
TXN-008383,2026-01-26,08:15,Monday,Lajpat Nagar,Rohini Sector 18,Violet Line,15.0,Token,Student,Student,1,30
TXN-008384,2026-02-21,19:00,Saturday,Kohat Enclave,Jangpura,Red Line,22.5,Smart Card,Female,Female,0,53
TXN-008385,2026-02-09,08:00,Monday,Azadpur,Pulbangash,Yellow Line,15.0,Token,Regular,Regular,0,69
TXN-008386,2026-02-04,20:30,Wednesday,New Delhi,Kailash Colony,Yellow Line,30.0,Token,Regular,Regular,0,11
TXN-008387,2026-01-13,08:00,Tuesday,Lal Quila,Adarsh Nagar,Violet Line,60.0,Token,Female,Female,0,38
TXN-008388,2026-02-13,12:15,Friday,Tughlakabad,Rithala,Violet Line,10.0,Token,Student,Student,0,39
TXN-008389,2026-02-28,10:00,Saturday,Welcome,Udyog Bhawan,Red Line,22.5,Smart Card,Student,Student,0,14
TXN-008390,2026-01-20,08:30,Tuesday,Civil Lines,Vishwavidyalaya,Yellow Line,25.0,Token,Regular,Regular,0,46
TXN-008391,2026-02-18,09:45,Wednesday,Maharaja Surajmal Stadium,Sikanderpur,Green Line,30.0,QR Code,Female,Female,0,10
TXN-008392,2026-01-17,17:15,Saturday,Chhattarpur,Udyog Nagar,Yellow Line,15.0,National Common Mobility Card,Female,Female,0,26
TXN-008393,2026-01-14,09:15,Wednesday,Shastri Nagar,Rohini Sector 18,Red Line,15.0,National Common Mobility Card,Regular,Regular,0,61
TXN-008394,2026-02-01,18:15,Sunday,Janpath,Sultanpur,Violet Line,15.0,National Common Mobility Card,Regular,Regular,1,72
TXN-008395,2026-01-14,17:30,Wednesday,Escorts Mujesar,New Delhi,Violet Line,60.0,Token,Student,Student,0,29
TXN-008396,2026-01-04,09:00,Sunday,Rajdhani Park,Pragati Maidan,Green Line,13.5,Smart Card,Regular,Regular,1,60
TXN-008397,2026-01-14,10:30,Wednesday,Rajendra Place,Vishwavidyalaya,Blue Line,20.0,QR Code,Regular,Regular,0,19
TXN-008398,2026-01-14,16:45,Wednesday,Mohan Estate,Saket,Violet Line,54.0,Smart Card,Female,Female,0,18
TXN-008399,2026-01-09,20:30,Friday,GTB Nagar,Rohini East,Yellow Line,54.0,Smart Card,Regular,Regular,0,27
TXN-008400,2026-02-06,08:45,Friday,Mandi House,Ghitorni,Blue Line,10.0,National Common Mobility Card,Female,Female,0,63
TXN-008401,2026-01-31,13:30,Saturday,Sikanderpur,Mewala Maharajpur,Yellow Line,30.0,Token,Regular,Regular,0,42
TXN-008402,2026-01-07,08:00,Wednesday,Race Course,Barakhamba Road,Yellow Line,27.0,Smart Card,Regular,Regular,0,60
TXN-008403,2026-01-04,17:00,Sunday,Barakhamba Road,Lajpat Nagar,Blue Line,27.0,Smart Card,Regular,Regular,1,55
TXN-008404,2026-02-19,18:15,Thursday,Sector 28,Central Secretariat,Violet Line,50.0,QR Code,Female,Female,0,38
TXN-008405,2026-02-25,17:15,Wednesday,Barakhamba Road,Sector 28,Blue Line,22.5,Smart Card,Female,Female,0,24
TXN-008406,2026-01-23,10:15,Friday,Keshav Puram,Lajpat Nagar,Red Line,15.0,National Common Mobility Card,Female,Female,0,11
TXN-008407,2026-02-26,07:30,Thursday,GTB Nagar,Rajiv Chowk,Yellow Line,27.0,Smart Card,Regular,Regular,1,28
TXN-008408,2026-01-15,17:15,Thursday,Guru Dronacharya,Madipur,Yellow Line,13.5,Smart Card,Student,Student,0,49
TXN-008409,2026-01-25,12:45,Sunday,MG Road,Maharaja Surajmal Stadium,Yellow Line,30.0,Token,Regular,Regular,1,30
TXN-008410,2026-01-21,16:30,Wednesday,Sarai,Indraprastha,Violet Line,54.0,Smart Card,Regular,Regular,0,38
TXN-008411,2026-02-17,18:15,Tuesday,Barakhamba Road,Noida City Centre,Blue Line,18.0,Smart Card,Differently Abled,Differently Abled,0,42
TXN-008412,2026-01-28,07:45,Wednesday,Tughlakabad,Kanhaiya Nagar,Violet Line,10.0,QR Code,Regular,Regular,0,71
TXN-008413,2026-02-13,08:45,Friday,Welcome,Paschim Vihar East,Red Line,54.0,Smart Card,Senior Citizen,Senior Citizen,0,54
TXN-008414,2026-01-27,18:45,Tuesday,Harkesh Nagar Okhla,Noida Sector 15,Violet Line,50.0,QR Code,Senior Citizen,Senior Citizen,0,11
TXN-008415,2026-02-14,16:45,Saturday,Nehru Place,Keshav Puram,Violet Line,50.0,National Common Mobility Card,Regular,Regular,0,22
TXN-008416,2026-02-16,18:30,Monday,Tughlakabad,Ghitorni,Violet Line,25.0,Token,Regular,Regular,0,48
TXN-008417,2026-02-06,17:30,Friday,Jahangirpuri,Seelampur,Yellow Line,22.5,Smart Card,Regular,Regular,0,56
TXN-008418,2026-01-17,09:15,Saturday,Shastri Park,Vishwavidyalaya,Red Line,20.0,National Common Mobility Card,Student,Student,0,53
TXN-008419,2026-01-17,10:00,Saturday,INA,Sector 28,Yellow Line,10.0,QR Code,Student,Student,0,66
TXN-008420,2026-01-02,13:45,Friday,Vishwavidyalaya,Delhi Gate,Yellow Line,54.0,Smart Card,Female,Female,0,46
TXN-008421,2026-02-09,14:15,Monday,Keshav Puram,Arjan Garh,Red Line,60.0,Token,Regular,Regular,0,61
TXN-008422,2026-01-20,08:15,Tuesday,Rajouri Garden,Ghitorni,Blue Line,60.0,Token,Regular,Regular,0,22
TXN-008423,2026-01-03,14:30,Saturday,Indraprastha,Moolchand,Blue Line,15.0,Token,Regular,Regular,0,31
TXN-008424,2026-02-14,10:30,Saturday,MG Road,Kashmere Gate,Yellow Line,20.0,QR Code,Female,Female,0,50
TXN-008425,2026-02-03,10:45,Tuesday,Rajouri Garden,Central Secretariat,Blue Line,18.0,Smart Card,Regular,Regular,0,45
TXN-008426,2026-01-13,12:15,Tuesday,Shivaji Park,Arjan Garh,Green Line,45.0,Smart Card,Student,Student,0,47
TXN-008427,2026-02-26,15:30,Thursday,Kanhaiya Nagar,Welcome,Red Line,60.0,Token,Senior Citizen,Senior Citizen,1,40
TXN-008428,2026-01-23,10:00,Friday,Lal Quila,NHPC Chowk,Violet Line,18.0,Smart Card,Student,Student,0,24
TXN-008429,2026-01-27,18:45,Tuesday,Sector 28,Maharaja Surajmal Stadium,Violet Line,30.0,QR Code,Differently Abled,Differently Abled,0,56
TXN-008430,2026-01-15,14:30,Thursday,IFFCO Chowk,Old Faridabad,Yellow Line,22.5,Smart Card,Student,Student,0,15
TXN-008431,2026-01-20,09:00,Tuesday,Uttam Nagar East,Rajendra Place,Blue Line,15.0,Token,Student,Student,0,12
TXN-008432,2026-01-07,21:30,Wednesday,Vishwavidyalaya,Delhi Gate,Yellow Line,10.0,Token,Regular,Regular,0,50
TXN-008433,2026-01-07,16:30,Wednesday,Seelampur,Escorts Mujesar,Red Line,27.0,Smart Card,Regular,Regular,0,58
TXN-008434,2026-01-03,09:00,Saturday,Chandni Chowk,NHPC Chowk,Yellow Line,25.0,Token,Female,Female,0,38
TXN-008435,2026-01-27,16:30,Tuesday,Chhattarpur,Sector 28,Yellow Line,60.0,National Common Mobility Card,Regular,Regular,0,62
TXN-008436,2026-01-13,20:15,Tuesday,Rohini West,MG Road,Red Line,10.0,QR Code,Regular,Regular,0,17
TXN-008437,2026-01-16,08:15,Friday,Janakpuri West,Saket,Blue Line,60.0,QR Code,Female,Female,0,37
