date,time,day,train_id,line,station,delay_minutes,delay_reason,weather,impact_level,affected_passengers,is_peak_hour,is_holiday,resolution_time_min
2026-02-12,12:40,Thursday,DMT-B012,Yellow Line,HUDA City Centre,13,Signal Failure,Foggy,Medium,499,0,0,21
2026-01-19,14:33,Monday,DMT-Y020,Violet Line,Badkhal Mor,5,Platform Crowding,Clear,Low,191,0,0,14
2026-02-04,20:06,Wednesday,DMT-Y015,Violet Line,Sarita Vihar,29,Door Malfunction,Clear,High,1212,0,0,32
2026-02-14,15:21,Saturday,DMT-R012,Yellow Line,Vidhan Sabha,8,Signal Failure,Clear,Low,379,0,0,13
2026-01-10,16:24,Saturday,DMT-Y010,Blue Line,Rajendra Place,26,Signal Failure,Foggy,High,1076,0,0,33
2026-02-19,08:05,Thursday,DMT-G024,Violet Line,NHPC Chowk,72,Track Maintenance,Foggy,High,3009,1,0,84
2026-01-01,09:24,Thursday,DMT-Y018,Blue Line,Uttam Nagar East,3,Door Malfunction,Foggy,Low,120,1,0,5
2026-01-16,23:23,Friday,DMT-V023,Violet Line,Kashmere Gate,23,Technical Fault,Clear,High,864,0,0,37
2026-01-05,20:49,Monday,DMT-V008,Red Line,Shastri Nagar,49,Signal Failure,Foggy,High,1950,0,0,63
2026-01-10,15:58,Saturday,DMT-R007,Yellow Line,Chhattarpur,9,Technical Fault,Foggy,Low,358,0,0,21
2026-01-04,16:27,Sunday,DMT-G008,Yellow Line,Model Town,21,Platform Crowding,Clear,High,898,0,1,26
2026-01-25,13:36,Sunday,DMT-R001,Blue Line,Noida Sector 15,18,Switch Failure,Cloudy,Medium,763,0,1,32
2026-01-31,05:33,Saturday,DMT-R022,Green Line,Paschim Vihar East,5,Passenger Emergency,Foggy,Low,211,0,0,19
2026-01-19,20:10,Monday,DMT-Y007,Red Line,Kashmere Gate,15,Power Failure,Foggy,Medium,618,0,0,25
2026-01-26,13:40,Monday,DMT-G002,Violet Line,Mewala Maharajpur,25,Track Maintenance,Clear,High,1110,0,1,28
2026-02-08,07:01,Sunday,DMT-B003,Violet Line,Mandi House,30,Track Maintenance,Clear,High,960,0,1,37
2026-01-14,16:08,Wednesday,DMT-G019,Blue Line,Karol Bagh,24,Overcrowding,Cloudy,High,993,0,0,27
2026-02-16,13:39,Monday,DMT-G017,Violet Line,Mewala Maharajpur,3,Overcrowding,Cloudy,Low,125,0,0,11
2026-01-19,23:30,Monday,DMT-B001,Yellow Line,Saket,49,Signal Failure,Cloudy,High,1764,0,0,59
2026-01-16,11:01,Friday,DMT-R011,Red Line,Tis Hazari,8,Door Malfunction,Clear,Low,281,0,0,10
2026-01-15,13:36,Thursday,DMT-Y002,Green Line,Kirti Nagar,9,Platform Crowding,Clear,Low,383,0,0,13
2026-01-09,21:14,Friday,DMT-G024,Violet Line,NHPC Chowk,30,Power Failure,Cloudy,High,1206,0,0,33
2026-01-18,22:45,Sunday,DMT-B016,Red Line,Inderlok,9,Weather Disruption,Clear,Low,376,0,1,11
2026-02-27,19:16,Friday,DMT-B005,Blue Line,Rajiv Chowk,18,Switch Failure,Foggy,Medium,655,1,0,30
2026-01-14,12:56,Wednesday,DMT-V005,Red Line,Rohini West,25,Signal Failure,Cloudy,High,955,0,0,39
2026-02-27,11:39,Friday,DMT-R013,Yellow Line,Udyog Bhawan,14,Signal Failure,Clear,Medium,546,0,0,28
2026-01-07,15:49,Wednesday,DMT-G014,Blue Line,Ramesh Nagar,19,Technical Fault,Clear,Medium,760,0,0,27
2026-01-22,08:29,Thursday,DMT-R010,Yellow Line,Ghitorni,48,Signal Failure,Rainy,High,1968,1,0,57
2026-02-21,07:25,Saturday,DMT-Y003,Violet Line,Bata Chowk,1,Weather Disruption,Cloudy,Low,37,0,0,9
2026-02-12,13:41,Thursday,DMT-G004,Violet Line,Raja Nahar Singh,54,Power Failure,Clear,High,2451,0,0,59
2026-01-03,11:41,Saturday,DMT-G023,Violet Line,Kailash Colony,75,Track Maintenance,Rainy,High,3120,0,0,87
2026-02-01,13:57,Sunday,DMT-B021,Yellow Line,Chandni Chowk,14,Passenger Emergency,Cloudy,Medium,515,0,1,26
2026-01-26,13:50,Monday,DMT-Y017,Violet Line,Raja Nahar Singh,20,Door Malfunction,Rainy,High,820,0,1,23
2026-01-11,11:36,Sunday,DMT-B023,Yellow Line,Ghitorni,15,Track Maintenance,Smoggy,Medium,621,0,1,19
2026-01-22,23:11,Thursday,DMT-G005,Red Line,Netaji Subhash Place,21,Technical Fault,Cloudy,High,835,0,0,34
2026-01-05,07:50,Monday,DMT-R018,Yellow Line,Green Park,1,Technical Fault,Clear,Low,45,0,0,10
2026-01-15,18:44,Thursday,DMT-B011,Red Line,Pitampura,6,Signal Failure,Clear,Low,219,1,0,11
2026-01-07,21:51,Wednesday,DMT-R001,Red Line,Shastri Park,18,Door Malfunction,Foggy,Medium,745,0,0,31
2026-01-11,16:39,Sunday,DMT-Y017,Green Line,Nangloi,11,Weather Disruption,Clear,Medium,435,0,1,20
2026-02-14,17:51,Saturday,DMT-G012,Violet Line,Jangpura,19,Technical Fault,Rainy,Medium,870,1,0,26
2026-02-12,07:27,Thursday,DMT-B010,Yellow Line,Samaypur Badli,5,Platform Crowding,Clear,Low,213,0,0,18
2026-01-05,13:46,Monday,DMT-B006,Red Line,Rohini East,33,Signal Failure,Smoggy,High,1386,0,0,37
2026-02-17,06:55,Tuesday,DMT-V006,Green Line,Ashok Park Main,19,Passenger Emergency,Clear,Medium,813,0,0,29
2026-01-30,14:35,Friday,DMT-G007,Violet Line,ITO,21,Overcrowding,Clear,High,844,0,0,30
2026-01-03,05:29,Saturday,DMT-B006,Red Line,Kanhaiya Nagar,38,Signal Failure,Smoggy,High,1451,0,0,52
2026-01-19,15:01,Monday,DMT-G022,Violet Line,Sarai,10,Door Malfunction,Cloudy,Medium,414,0,0,15
2026-01-06,23:37,Tuesday,DMT-Y007,Green Line,Mundka,6,Passenger Emergency,Foggy,Low,267,0,0,9
2026-02-15,10:15,Sunday,DMT-V011,Yellow Line,Vidhan Sabha,19,Weather Disruption,Rainy,Medium,695,1,1,27
2026-01-01,07:23,Thursday,DMT-G019,Yellow Line,Jor Bagh,37,Power Failure,Cloudy,High,1361,0,0,45
2026-01-17,06:20,Saturday,DMT-V023,Red Line,Kashmere Gate,9,Passenger Emergency,Smoggy,Low,378,0,0,21
2026-01-05,11:38,Monday,DMT-G025,Green Line,Peeragarhi,15,Passenger Emergency,Cloudy,Medium,633,0,0,26
2026-02-20,18:04,Friday,DMT-R001,Blue Line,Rajendra Place,18,Platform Crowding,Clear,Medium,684,1,0,30
2026-01-15,18:38,Thursday,DMT-V001,Blue Line,Rajendra Place,20,Signal Failure,Clear,High,872,1,0,29
2026-02-19,08:14,Thursday,DMT-Y013,Green Line,Kirti Nagar,3,Weather Disruption,Smoggy,Low,118,1,0,14
2026-02-02,17:33,Monday,DMT-V021,Red Line,Kohat Enclave,1,Door Malfunction,Clear,Low,38,1,0,12
2026-02-09,12:33,Monday,DMT-G010,Yellow Line,Jahangirpuri,2,Platform Crowding,Clear,Low,76,0,0,7
2026-01-27,06:46,Tuesday,DMT-G003,Red Line,Rohini West,14,Switch Failure,Clear,Medium,593,0,0,17
2026-02-15,08:13,Sunday,DMT-R013,Yellow Line,Chawri Bazar,9,Door Malfunction,Rainy,Low,379,1,1,14
2026-01-23,11:59,Friday,DMT-V016,Blue Line,Noida Sector 15,19,Platform Crowding,Foggy,Medium,817,0,0,31
2026-01-05,21:11,Monday,DMT-Y009,Yellow Line,Chawri Bazar,45,Power Failure,Foggy,High,1863,0,0,52
2026-01-07,16:57,Wednesday,DMT-B008,Red Line,Kanhaiya Nagar,38,Track Maintenance,Clear,High,1368,0,0,49
2026-02-03,05:53,Tuesday,DMT-R005,Green Line,Satguru Ram Singh Marg,31,Door Malfunction,Foggy,High,1147,0,0,37
2026-01-15,06:31,Thursday,DMT-G001,Blue Line,Rajendra Place,21,Overcrowding,Clear,High,814,0,0,35
2026-01-07,17:31,Wednesday,DMT-G009,Red Line,Pulbangash,11,Overcrowding,Clear,Medium,459,1,0,16
2026-01-12,10:25,Monday,DMT-R020,Green Line,Maharaja Surajmal Stadium,28,Weather Disruption,Foggy,High,1243,1,0,42
2026-01-14,13:35,Wednesday,DMT-Y003,Violet Line,Bata Chowk,65,Track Maintenance,Foggy,High,2730,0,0,75
2026-02-04,23:21,Wednesday,DMT-R001,Violet Line,Kalkaji Mandir,10,Signal Failure,Clear,Medium,352,0,0,18
2026-01-07,21:14,Wednesday,DMT-G017,Green Line,Rajdhani Park,33,Technical Fault,Foggy,High,1293,0,0,45
2026-02-20,08:13,Friday,DMT-Y014,Violet Line,Jama Masjid,13,Passenger Emergency,Cloudy,Medium,574,1,0,22
2026-02-16,09:28,Monday,DMT-V024,Red Line,Pratap Nagar,13,Passenger Emergency,Smoggy,Medium,501,1,0,26
2026-02-01,05:31,Sunday,DMT-R005,Red Line,Rithala,21,Door Malfunction,Clear,High,911,0,1,34
2026-01-08,21:53,Thursday,DMT-Y024,Red Line,Shastri Nagar,12,Switch Failure,Cloudy,Medium,523,0,0,20
2026-01-17,15:22,Saturday,DMT-R018,Green Line,Satguru Ram Singh Marg,15,Power Failure,Cloudy,Medium,660,0,0,24
2026-01-20,12:53,Tuesday,DMT-G009,Violet Line,Raja Nahar Singh,12,Power Failure,Clear,Medium,441,0,0,24
2026-01-01,12:24,Thursday,DMT-G022,Yellow Line,GTB Nagar,53,Track Maintenance,Cloudy,High,2141,0,0,65
2026-02-06,22:44,Friday,DMT-B003,Red Line,Rithala,11,Weather Disruption,Clear,Medium,418,0,0,14
2026-02-13,06:31,Friday,DMT-Y009,Blue Line,Noida Sector 16,6,Signal Failure,Cloudy,Low,226,0,0,9
2026-01-13,13:15,Tuesday,DMT-R001,Yellow Line,IFFCO Chowk,63,Track Maintenance,Rainy,High,2608,0,0,72
2026-01-28,12:33,Wednesday,DMT-B014,Violet Line,Nehru Place,4,Door Malfunction,Clear,Low,162,0,0,10
2026-02-23,15:23,Monday,DMT-G025,Red Line,Dilshad Garden,11,Technical Fault,Rainy,Medium,459,0,0,18
2026-02-03,07:46,Tuesday,DMT-B006,Violet Line,Lajpat Nagar,8,Overcrowding,Cloudy,Low,331,0,0,18
2026-02-02,12:46,Monday,DMT-R002,Blue Line,Karol Bagh,22,Switch Failure,Rainy,High,937,0,0,33
2026-01-27,11:47,Tuesday,DMT-G013,Blue Line,Moti Nagar,31,Signal Failure,Cloudy,High,1054,0,0,34
2026-02-11,07:52,Wednesday,DMT-G008,Violet Line,Kalkaji Mandir,7,Signal Failure,Foggy,Low,257,0,0,18
2026-01-17,21:40,Saturday,DMT-G016,Blue Line,Noida City Centre,22,Passenger Emergency,Cloudy,High,968,0,0,24
2026-02-07,13:02,Saturday,DMT-R021,Violet Line,Jangpura,9,Overcrowding,Cloudy,Low,333,0,0,22
2026-01-05,14:12,Monday,DMT-B025,Red Line,Pulbangash,1,Staff Shortage,Foggy,Low,41,0,0,14
2026-02-02,08:58,Monday,DMT-R011,Red Line,Inderlok,59,Signal Failure,Rainy,High,2253,1,0,70
2026-02-22,20:41,Sunday,DMT-Y009,Green Line,Satguru Ram Singh Marg,12,Track Maintenance,Clear,Medium,501,0,1,19
2026-01-06,11:12,Tuesday,DMT-Y009,Blue Line,Pragati Maidan,7,Door Malfunction,Foggy,Low,266,0,0,12
2026-01-23,17:24,Friday,DMT-V001,Blue Line,Rajendra Place,48,Track Maintenance,Clear,High,1929,1,0,56
2026-01-18,06:11,Sunday,DMT-V016,Blue Line,Yamuna Bank,5,Door Malfunction,Cloudy,Low,196,0,1,7
2026-02-22,18:06,Sunday,DMT-G023,Green Line,Nangloi Railway Station,1,Platform Crowding,Clear,Low,41,1,1,6
2026-01-27,18:05,Tuesday,DMT-V016,Violet Line,Jangpura,42,Track Maintenance,Foggy,High,1680,1,0,51
2026-01-25,14:25,Sunday,DMT-Y003,Blue Line,Noida Sector 15,1,Technical Fault,Foggy,Low,41,0,1,11
2026-02-20,18:49,Friday,DMT-B008,Red Line,Netaji Subhash Place,15,Signal Failure,Clear,Medium,564,1,0,17
2026-02-27,15:10,Friday,DMT-B009,Green Line,Kirti Nagar,20,Signal Failure,Clear,High,832,0,0,27
2026-01-23,05:20,Friday,DMT-V015,Red Line,Kashmere Gate,20,Switch Failure,Foggy,High,784,0,0,32
2026-01-21,10:04,Wednesday,DMT-V015,Violet Line,Janpath,33,Passenger Emergency,Foggy,High,1240,1,0,42
2026-01-23,07:13,Friday,DMT-V014,Blue Line,Pragati Maidan,29,Door Malfunction,Clear,High,1183,0,0,37
2026-02-10,15:23,Tuesday,DMT-V001,Violet Line,Govindpuri,24,Weather Disruption,Cloudy,High,931,0,0,35
2026-01-17,20:17,Saturday,DMT-V003,Green Line,Shivaji Park,42,Signal Failure,Cloudy,High,1436,0,0,51
2026-02-28,09:50,Saturday,DMT-R003,Green Line,Madipur,2,Weather Disruption,Cloudy,Low,72,1,0,4
2026-01-03,05:41,Saturday,DMT-G020,Violet Line,Mohan Estate,19,Power Failure,Clear,Medium,775,0,0,26
2026-02-24,13:50,Tuesday,DMT-Y012,Yellow Line,Sikanderpur,27,Security Alert,Clear,High,1026,0,0,37
2026-01-10,08:37,Saturday,DMT-V018,Red Line,Keshav Puram,44,Track Maintenance,Rainy,High,1760,1,0,55
2026-02-26,21:32,Thursday,DMT-V019,Violet Line,Badarpur Border,26,Signal Failure,Clear,High,1081,0,1,37
2026-02-23,18:40,Monday,DMT-G024,Red Line,Dilshad Garden,10,Door Malfunction,Foggy,Medium,398,1,0,22
2026-01-24,23:24,Saturday,DMT-R023,Violet Line,Jasola Apollo,2,Staff Shortage,Foggy,Low,87,0,0,9
2026-02-28,06:29,Saturday,DMT-Y002,Violet Line,Badarpur Border,44,Power Failure,Rainy,High,1768,0,0,55
2026-01-30,08:33,Friday,DMT-B019,Violet Line,Kashmere Gate,3,Overcrowding,Cloudy,Low,129,1,0,11
2026-02-10,22:44,Tuesday,DMT-B016,Blue Line,Noida Sector 15,16,Signal Failure,Clear,Medium,649,0,0,21
2026-01-01,07:24,Thursday,DMT-G013,Green Line,Brigadier Hoshiar Singh,13,Switch Failure,Clear,Medium,540,0,0,18
2026-01-13,23:15,Tuesday,DMT-G019,Violet Line,Jasola Apollo,18,Switch Failure,Clear,Medium,705,0,0,24
2026-01-30,23:35,Friday,DMT-Y009,Violet Line,Mandi House,1,Weather Disruption,Cloudy,Low,40,0,0,14
2026-01-02,06:12,Friday,DMT-V022,Red Line,Dilshad Garden,19,Staff Shortage,Clear,Medium,737,0,0,22
2026-01-17,10:50,Saturday,DMT-V001,Violet Line,Harkesh Nagar Okhla,5,Technical Fault,Foggy,Low,181,1,0,16
2026-02-16,12:51,Monday,DMT-G009,Violet Line,Tughlakabad,67,Signal Failure,Rainy,High,2519,0,0,71
2026-02-18,08:11,Wednesday,DMT-B018,Green Line,Maharaja Surajmal Stadium,32,Signal Failure,Clear,High,1228,1,0,41
2026-02-22,13:46,Sunday,DMT-G015,Blue Line,Yamuna Bank,13,Door Malfunction,Cloudy,Medium,517,0,1,24
2026-02-13,21:36,Friday,DMT-G013,Yellow Line,Guru Dronacharya,10,Weather Disruption,Rainy,Medium,434,0,0,17
2026-02-06,16:55,Friday,DMT-G001,Yellow Line,Kashmere Gate,6,Door Malfunction,Foggy,Low,252,0,0,13
2026-01-08,12:12,Thursday,DMT-B009,Yellow Line,Civil Lines,15,Track Maintenance,Foggy,Medium,540,0,0,18
2026-01-08,14:48,Thursday,DMT-B003,Yellow Line,Qutab Minar,11,Overcrowding,Smoggy,Medium,444,0,0,21
2026-01-13,22:41,Tuesday,DMT-G015,Green Line,Shivaji Park,5,Staff Shortage,Rainy,Low,219,0,0,14
2026-01-23,22:59,Friday,DMT-B002,Red Line,Tis Hazari,29,Track Maintenance,Clear,High,1247,0,0,40
2026-02-18,08:13,Wednesday,DMT-V006,Red Line,Shastri Nagar,37,Overcrowding,Foggy,High,1620,1,0,41
2026-01-10,13:04,Saturday,DMT-G001,Green Line,Rajdhani Park,4,Door Malfunction,Smoggy,Low,160,0,0,6
2026-01-08,22:32,Thursday,DMT-V001,Green Line,Kirti Nagar,4,Switch Failure,Cloudy,Low,156,0,0,11
2026-02-28,15:17,Saturday,DMT-Y002,Yellow Line,Chhattarpur,15,Passenger Emergency,Smoggy,Medium,570,0,0,24
2026-02-13,08:45,Friday,DMT-R006,Blue Line,Barakhamba Road,20,Track Maintenance,Cloudy,High,716,1,0,32
2026-02-03,09:05,Tuesday,DMT-Y004,Red Line,Kashmere Gate,21,Technical Fault,Cloudy,High,911,1,0,24
2026-02-09,08:42,Monday,DMT-Y025,Violet Line,Sarai,28,Platform Crowding,Foggy,High,1159,1,0,39
2026-01-19,20:52,Monday,DMT-G012,Violet Line,Badarpur Border,49,Track Maintenance,Foggy,High,1754,0,0,53
2026-01-05,13:27,Monday,DMT-R013,Blue Line,Noida Sector 15,5,Overcrowding,Foggy,Low,186,0,0,9
2026-02-18,20:35,Wednesday,DMT-B004,Violet Line,Jama Masjid,20,Staff Shortage,Clear,High,780,0,0,28
2026-01-25,12:52,Sunday,DMT-Y006,Blue Line,Rajouri Garden,10,Overcrowding,Cloudy,Medium,430,0,1,15
2026-01-17,11:28,Saturday,DMT-G011,Blue Line,Uttam Nagar East,9,Switch Failure,Foggy,Low,351,0,0,11
2026-02-10,15:49,Tuesday,DMT-R004,Blue Line,Rajouri Garden,18,Weather Disruption,Clear,Medium,709,0,0,32
2026-01-20,14:03,Tuesday,DMT-R021,Red Line,Rohini East,43,Power Failure,Clear,High,1505,0,0,52
2026-02-01,08:20,Sunday,DMT-Y012,Red Line,Inderlok,7,Passenger Emergency,Foggy,Low,267,1,1,14
2026-02-05,07:28,Thursday,DMT-G016,Red Line,Kashmere Gate,28,Overcrowding,Foggy,High,1064,0,0,39
2026-01-21,08:57,Wednesday,DMT-R009,Yellow Line,Udyog Bhawan,16,Passenger Emergency,Cloudy,Medium,675,1,0,30
2026-02-28,05:42,Saturday,DMT-R025,Blue Line,Karol Bagh,22,Signal Failure,Foggy,High,875,0,0,33
2026-02-10,08:23,Tuesday,DMT-V002,Red Line,Welcome,16,Overcrowding,Smoggy,Medium,636,1,0,29
2026-02-17,15:50,Tuesday,DMT-Y003,Green Line,Paschim Vihar West,14,Passenger Emergency,Cloudy,Medium,529,0,0,24
2026-02-04,15:58,Wednesday,DMT-Y023,Yellow Line,Rajiv Chowk,16,Technical Fault,Foggy,Medium,672,0,0,23
2026-01-05,13:13,Monday,DMT-B011,Red Line,Rohini West,5,Passenger Emergency,Foggy,Low,205,0,0,12
2026-02-19,15:30,Thursday,DMT-G006,Violet Line,Moolchand,18,Overcrowding,Cloudy,Medium,640,0,0,29
2026-02-26,22:44,Thursday,DMT-V023,Red Line,Shastri Nagar,52,Track Maintenance,Smoggy,High,2007,0,1,64
2026-01-24,10:13,Saturday,DMT-R020,Green Line,Ashok Park Main,12,Overcrowding,Cloudy,Medium,412,1,0,22
2026-01-23,09:38,Friday,DMT-R024,Yellow Line,Udyog Bhawan,7,Track Maintenance,Foggy,Low,277,1,0,14
2026-01-24,21:42,Saturday,DMT-B023,Green Line,Brigadier Hoshiar Singh,13,Security Alert,Rainy,Medium,494,0,0,22
2026-02-19,06:52,Thursday,DMT-V005,Violet Line,Sarita Vihar,10,Door Malfunction,Cloudy,Medium,436,0,0,12
2026-01-17,06:20,Saturday,DMT-Y017,Yellow Line,Civil Lines,38,Signal Failure,Cloudy,High,1626,0,0,45
2026-01-04,07:06,Sunday,DMT-Y013,Yellow Line,Azadpur,18,Passenger Emergency,Foggy,Medium,752,0,1,28
2026-01-10,22:34,Saturday,DMT-B010,Green Line,Paschim Vihar East,10,Power Failure,Rainy,Medium,366,0,0,20
2026-01-30,14:58,Friday,DMT-R022,Green Line,Satguru Ram Singh Marg,10,Power Failure,Smoggy,Medium,422,0,0,17
2026-01-04,16:41,Sunday,DMT-B008,Red Line,Rohini East,7,Passenger Emergency,Foggy,Low,244,0,1,19
2026-01-04,06:42,Sunday,DMT-R009,Red Line,Shahdara,13,Platform Crowding,Smoggy,Medium,499,0,1,22
2026-02-08,06:42,Sunday,DMT-Y012,Red Line,Seelampur,8,Switch Failure,Clear,Low,352,0,1,16
2026-02-28,05:11,Saturday,DMT-Y019,Blue Line,Noida Sector 16,31,Signal Failure,Foggy,High,1264,0,0,33
2026-01-02,05:20,Friday,DMT-R003,Violet Line,Mandi House,20,Door Malfunction,Clear,High,668,0,0,23
2026-01-21,07:48,Wednesday,DMT-R018,Green Line,Shivaji Park,7,Overcrowding,Rainy,Low,284,0,0,21
2026-01-29,23:25,Thursday,DMT-Y002,Yellow Line,Model Town,50,Power Failure,Foggy,High,1840,0,0,61
2026-01-31,19:30,Saturday,DMT-G012,Red Line,Rithala,22,Overcrowding,Rainy,High,818,1,0,26
2026-01-09,06:50,Friday,DMT-B025,Yellow Line,Ghitorni,6,Switch Failure,Clear,Low,265,0,0,17
2026-01-20,08:56,Tuesday,DMT-V002,Violet Line,Sarita Vihar,5,Passenger Emergency,Foggy,Low,209,1,0,11
2026-01-09,10:34,Friday,DMT-Y023,Yellow Line,HUDA City Centre,28,Switch Failure,Smoggy,High,1120,1,0,40
2026-02-05,10:44,Thursday,DMT-Y001,Blue Line,Rajiv Chowk,9,Door Malfunction,Foggy,Low,336,1,0,23
2026-01-26,17:58,Monday,DMT-B020,Yellow Line,Kashmere Gate,14,Overcrowding,Foggy,Medium,582,1,1,27
2026-01-09,08:56,Friday,DMT-G021,Blue Line,Noida City Centre,37,Weather Disruption,Foggy,High,1376,1,0,50
2026-02-16,23:21,Monday,DMT-G005,Blue Line,Janakpuri West,7,Staff Shortage,Cloudy,Low,296,0,0,11
2026-02-13,06:41,Friday,DMT-V008,Violet Line,Bata Chowk,16,Passenger Emergency,Cloudy,Medium,678,0,0,20
2026-02-21,22:15,Saturday,DMT-G013,Blue Line,Indraprastha,20,Overcrowding,Foggy,High,724,0,0,27
2026-02-10,06:00,Tuesday,DMT-Y021,Red Line,Tis Hazari,3,Technical Fault,Clear,Low,133,0,0,17
2026-02-01,06:16,Sunday,DMT-G020,Yellow Line,AIIMS,5,Passenger Emergency,Clear,Low,220,0,1,9
2026-02-17,21:49,Tuesday,DMT-G015,Violet Line,Tughlakabad,12,Door Malfunction,Clear,Medium,552,0,0,14
2026-01-19,08:42,Monday,DMT-G024,Red Line,Pulbangash,11,Passenger Emergency,Foggy,Medium,446,1,0,19
2026-01-22,07:04,Thursday,DMT-Y024,Yellow Line,New Delhi,6,Overcrowding,Rainy,Low,229,0,0,8
2026-01-19,09:37,Monday,DMT-Y003,Yellow Line,Ghitorni,7,Passenger Emergency,Smoggy,Low,323,1,0,14
2026-01-02,18:19,Friday,DMT-G002,Blue Line,Ramesh Nagar,13,Passenger Emergency,Cloudy,Medium,535,1,0,26
2026-02-23,12:29,Monday,DMT-B007,Green Line,Paschim Vihar East,55,Power Failure,Foggy,High,1848,0,0,62
2026-01-17,06:08,Saturday,DMT-B004,Violet Line,Badkhal Mor,27,Overcrowding,Foggy,High,1042,0,0,30
2026-02-06,14:39,Friday,DMT-R022,Violet Line,Delhi Gate,10,Passenger Emergency,Clear,Medium,360,0,0,15
2026-01-09,11:31,Friday,DMT-G003,Green Line,Nangloi,28,Weather Disruption,Foggy,High,1080,0,0,42
2026-01-25,11:38,Sunday,DMT-B017,Green Line,Satguru Ram Singh Marg,9,Switch Failure,Cloudy,Low,338,0,1,13
2026-02-26,22:06,Thursday,DMT-V021,Violet Line,Badarpur Border,1,Technical Fault,Smoggy,Low,38,0,1,3
2026-01-13,17:32,Tuesday,DMT-V011,Red Line,Kashmere Gate,30,Track Maintenance,Clear,High,1236,1,0,32
2026-02-20,12:01,Friday,DMT-Y010,Red Line,Pitampura,21,Power Failure,Clear,High,844,0,0,34
2026-01-30,11:09,Friday,DMT-V007,Green Line,Udyog Nagar,18,Door Malfunction,Cloudy,Medium,705,0,0,27
2026-01-21,15:47,Wednesday,DMT-B018,Blue Line,Mandi House,5,Door Malfunction,Foggy,Low,227,0,0,13
2026-01-11,11:24,Sunday,DMT-Y025,Blue Line,Moti Nagar,16,Signal Failure,Clear,Medium,636,0,1,23
2026-01-27,23:48,Tuesday,DMT-R016,Violet Line,Jasola Apollo,2,Overcrowding,Clear,Low,68,0,0,11
2026-01-03,06:07,Saturday,DMT-Y011,Violet Line,Kailash Colony,18,Signal Failure,Cloudy,Medium,723,0,0,31
2026-02-10,18:01,Tuesday,DMT-R001,Blue Line,Ramesh Nagar,37,Door Malfunction,Rainy,High,1457,1,0,46
2026-01-15,08:58,Thursday,DMT-G014,Yellow Line,Model Town,7,Weather Disruption,Smoggy,Low,257,1,0,10
2026-02-25,05:15,Wednesday,DMT-V014,Blue Line,Pragati Maidan,10,Track Maintenance,Clear,Medium,434,0,0,14
2026-02-20,18:49,Friday,DMT-R005,Violet Line,ITO,41,Signal Failure,Clear,High,1656,1,0,48
2026-02-05,15:45,Thursday,DMT-G008,Blue Line,Rajendra Place,1,Door Malfunction,Clear,Low,40,0,0,3
2026-02-18,13:36,Wednesday,DMT-B014,Red Line,Shastri Nagar,6,Security Alert,Rainy,Low,241,0,0,8
2026-02-21,23:22,Saturday,DMT-R023,Yellow Line,Rajiv Chowk,47,Signal Failure,Clear,High,1795,0,0,58
2026-02-08,15:55,Sunday,DMT-G001,Violet Line,Jangpura,8,Technical Fault,Clear,Low,302,0,1,15
2026-01-15,21:47,Thursday,DMT-Y010,Green Line,Kirti Nagar,10,Overcrowding,Clear,Medium,436,0,0,18
2026-01-28,17:56,Wednesday,DMT-B013,Blue Line,Rajiv Chowk,27,Signal Failure,Clear,High,1004,1,0,33
2026-01-06,13:09,Tuesday,DMT-V006,Blue Line,Kirti Nagar,1,Technical Fault,Clear,Low,38,0,0,13
2026-02-18,13:34,Wednesday,DMT-V025,Red Line,Pratap Nagar,1,Staff Shortage,Foggy,Low,38,0,0,15
2026-01-17,21:25,Saturday,DMT-V024,Green Line,Punjabi Bagh,16,Door Malfunction,Clear,Medium,608,0,0,26
2026-02-04,11:20,Wednesday,DMT-Y023,Yellow Line,Haiderpur Badli Mor,13,Weather Disruption,Foggy,Medium,512,0,0,16
2026-01-11,19:24,Sunday,DMT-G004,Violet Line,Sector 28,2,Switch Failure,Foggy,Low,81,1,1,16
2026-02-13,21:18,Friday,DMT-V001,Yellow Line,New Delhi,31,Signal Failure,Cloudy,High,1258,0,0,42
2026-01-31,18:08,Saturday,DMT-V021,Yellow Line,Haiderpur Badli Mor,16,Weather Disruption,Cloudy,Medium,659,1,0,25
2026-01-23,15:50,Friday,DMT-V023,Violet Line,Jasola Apollo,6,Overcrowding,Foggy,Low,274,0,0,8
2026-01-02,06:22,Friday,DMT-V003,Green Line,Madipur,11,Signal Failure,Clear,Medium,451,0,0,15
2026-02-12,10:39,Thursday,DMT-Y003,Violet Line,Bata Chowk,26,Signal Failure,Cloudy,High,946,1,0,30
2026-02-13,06:12,Friday,DMT-V001,Violet Line,Delhi Gate,11,Overcrowding,Foggy,Medium,446,0,0,20
2026-02-19,13:53,Thursday,DMT-B017,Blue Line,Dwarka Sector 21,24,Technical Fault,Clear,High,969,0,0,30
2026-01-18,19:10,Sunday,DMT-G020,Green Line,Punjabi Bagh,40,Power Failure,Clear,High,1400,1,1,47
2026-01-17,15:24,Saturday,DMT-G005,Red Line,Shahdara,29,Security Alert,Cloudy,High,1125,0,0,33
2026-02-17,13:37,Tuesday,DMT-B021,Yellow Line,Malviya Nagar,26,Signal Failure,Foggy,High,967,0,0,29
2026-02-07,22:42,Saturday,DMT-B025,Blue Line,Rajiv Chowk,21,Overcrowding,Clear,High,869,0,0,33
